JobIDRaw|JobID|JobName|State|ExitCode|Elapsed|TotalCPU|CPUTime|AllocCPUS|AllocTRES|MaxRSS|MaxVMSize|Start|End
47510575|47510573_1|r_singularity|COMPLETED|0:0|11:32:53|1-04:45:58|26-22:41:28|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-21T14:56:09|2026-06-22T02:29:02
47510575.batch|47510573_1.batch|batch|COMPLETED|0:0|11:32:53|1-04:45:58|26-22:41:28|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|377666264K|380131260K|2026-06-21T14:56:09|2026-06-22T02:29:02
47510576|47510573_2|r_singularity|CANCELLED by 131297|0:0|18:23:46|20:27:37|42-22:10:56|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-21T14:56:09|2026-06-22T09:19:55
47510576.batch|47510573_2.batch|batch|OUT_OF_MEMORY|0:125|18:23:49|20:27:37|42-22:13:44|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|493332916K|495737848K|2026-06-21T14:56:09|2026-06-22T09:19:58
47510573|47510573_3|r_singularity|CANCELLED by 131297|0:0|18:23:46|21:42:42|42-22:10:56|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-21T14:56:09|2026-06-22T09:19:55
47510573.batch|47510573_3.batch|batch|OUT_OF_MEMORY|0:125|18:23:53|21:42:42|42-22:17:28|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|487809296K|491695236K|2026-06-21T14:56:09|2026-06-22T09:20:02
47574798|47574797_2|r_singularity|COMPLETED|0:0|03:11:33|03:24:58|7-10:46:48|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-22T09:43:11|2026-06-22T12:54:44
47574798.batch|47574797_2.batch|batch|COMPLETED|0:0|03:11:33|03:24:58|7-10:46:48|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|164558384K|165584064K|2026-06-22T09:43:11|2026-06-22T12:54:44
47574797|47574797_3|r_singularity|COMPLETED|0:0|22:59:26|23:55:28|53-15:28:16|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-22T09:43:11|2026-06-23T08:42:37
47574797.batch|47574797_3.batch|batch|COMPLETED|0:0|22:59:26|23:55:28|53-15:28:16|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|284819528K|291101784K|2026-06-22T09:43:11|2026-06-23T08:42:37
47593185|47593184_2|r_singularity|CANCELLED by 131297|0:0|00:01:04|01:05.016|00:59:44|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-22T12:40:10|2026-06-22T12:41:14
47593185.batch|47593184_2.batch|batch|CANCELLED|0:15|00:01:06|01:05.016|01:01:36|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|6984552K|7455832K|2026-06-22T12:40:10|2026-06-22T12:41:16
47593184|47593184_3|r_singularity|CANCELLED by 131297|0:0|00:00:00|00:00:00|00:00:00|0||||None|2026-06-22T12:41:14
48134605|48075655_1|r_singularity|OUT_OF_MEMORY|0:125|17:44:51|19:35:50|41-09:51:36|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-30T15:33:34|2026-07-01T09:18:25
48134605.batch|48075655_1.batch|batch|OUT_OF_MEMORY|0:125|17:44:51|19:35:50|41-09:51:36|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|504643076K|504846292K|2026-06-30T15:33:34|2026-07-01T09:18:25
48134606|48075655_2|r_singularity|OUT_OF_MEMORY|0:125|13:53:22|15:42:58|32-09:48:32|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-30T15:33:34|2026-07-01T05:26:56
48134606.batch|48075655_2.batch|batch|OUT_OF_MEMORY|0:125|13:53:22|15:42:58|32-09:48:32|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|501498372K|501610816K|2026-06-30T15:33:34|2026-07-01T05:26:56
48134607|48075655_3|r_singularity|OUT_OF_MEMORY|0:125|13:28:14|1-21:37:17|31-10:21:04|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-06-30T15:33:34|2026-07-01T05:01:48
48134607.batch|48075655_3.batch|batch|OUT_OF_MEMORY|0:125|13:28:14|1-21:37:17|31-10:21:04|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|500779984K|500999264K|2026-06-30T15:33:34|2026-07-01T05:01:48
48164119|48075655_4|r_singularity|OUT_OF_MEMORY|0:125|17:45:01|19:43:06|41-10:00:56|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-01T05:01:51|2026-07-01T22:46:52
48164119.batch|48075655_4.batch|batch|OUT_OF_MEMORY|0:125|17:45:01|19:43:06|41-10:00:56|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|503704336K|504004004K|2026-07-01T05:01:51|2026-07-01T22:46:52
48164674|48075655_5|r_singularity|OUT_OF_MEMORY|0:125|17:10:28|19:01:25|40-01:46:08|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-01T05:26:58|2026-07-01T22:37:26
48164674.batch|48075655_5.batch|batch|OUT_OF_MEMORY|0:125|17:10:28|19:01:25|40-01:46:08|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|495070856K|495194324K|2026-07-01T05:26:58|2026-07-01T22:37:26
48176321|48075655_6|r_singularity|CANCELLED by 131297|0:0|14:36:30|16:16:38|34-02:04:00|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-01T09:45:11|2026-07-02T00:21:41
48176321.batch|48075655_6.batch|batch|CANCELLED|0:15|14:36:33|16:16:38|34-02:06:48|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|140825640K|140967248K|2026-07-01T09:45:11|2026-07-02T00:21:44
48229914|48075655_7|r_singularity|CANCELLED by 131297|0:0|01:43:48|01:42:53|4-00:52:48|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-01T22:37:53|2026-07-02T00:21:41
48229914.batch|48075655_7.batch|batch|CANCELLED|0:15|01:43:49|01:42:53|4-00:53:44|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|7230756K|7702212K|2026-07-01T22:37:53|2026-07-02T00:21:42
48230446|48075655_8|r_singularity|CANCELLED by 131297|0:0|01:34:46|01:34:27|3-16:26:56|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-01T22:46:55|2026-07-02T00:21:41
48230446.batch|48075655_8.batch|batch|CANCELLED|0:15|01:34:47|01:34:27|3-16:27:52|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|6367440K|6838900K|2026-07-01T22:46:55|2026-07-02T00:21:42
48075655|48075655_[9-167]|r_singularity|CANCELLED by 131297|0:0|00:00:00|00:00:00|00:00:00|0||||None|2026-07-02T00:21:41
48236130|48236130_1|r_singularity|CANCELLED by 131297|0:0|00:38:43|38:38.013|1-12:08:08|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-02T00:23:29|2026-07-02T01:02:12
48236130.batch|48236130_1.batch|batch|CANCELLED|0:15|00:38:44|38:38.012|1-12:09:04|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|7075168K|7546448K|2026-07-02T00:23:29|2026-07-02T01:02:13
48238919|48238919_3|r_singularity|CANCELLED by 131297|0:0|22:40:40|3-08:45:33|52-21:57:20|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-02T01:02:15|2026-07-02T23:42:55
48238919.batch|48238919_3.batch|batch|CANCELLED|0:15|22:40:43|3-08:45:33|52-22:00:08|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|299435804K|307058296K|2026-07-02T01:02:15|2026-07-02T23:42:58
48325682|48325677_3|r_singularity|COMPLETED|0:0|08:27:53|1-02:41:50|19-18:01:28|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-02T23:42:58|2026-07-03T08:10:51
48325682.batch|48325677_3.batch|batch|COMPLETED|0:0|08:27:53|1-02:41:50|19-18:01:28|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|248298196K|249699268K|2026-07-02T23:42:58|2026-07-03T08:10:51
48325682.0|48325677_3.0|ps|COMPLETED|0:0|00:00:00|00:00.032|00:00:00|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|0|0|2026-07-03T00:26:25|2026-07-03T00:26:25
48325682.1|48325677_3.1|ps|COMPLETED|0:0|00:00:00|00:00.032|00:00:00|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|0|0|2026-07-03T00:26:35|2026-07-03T00:26:35
48325682.2|48325677_3.2|ps|COMPLETED|0:0|00:00:00|00:00.033|00:00:00|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|0|0|2026-07-03T01:21:52|2026-07-03T01:21:52
48325682.3|48325677_3.3|ps|COMPLETED|0:0|00:00:00|00:00.031|00:00:00|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|0|0|2026-07-03T01:22:06|2026-07-03T01:22:06
48325683|48325677_4|r_singularity|CANCELLED by 131297|0:0|1-18:47:42|1-22:04:44|99-20:31:12|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-02T23:42:58|2026-07-04T18:30:40
48325683.batch|48325677_4.batch|batch|CANCELLED|0:15|1-18:47:46|1-22:04:44|99-20:34:56|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|216725252K|219207904K|2026-07-02T23:42:58|2026-07-04T18:30:44
48325683.0|48325677_4.0|ps|COMPLETED|0:0|00:00:00|00:00.038|00:00:00|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|0|0|2026-07-03T00:26:35|2026-07-03T00:26:35
48325683.1|48325677_4.1|ps|COMPLETED|0:0|00:00:54|00:00.030|00:50:24|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|0|28K|2026-07-04T18:26:49|2026-07-04T18:27:43
48325677|48325677_5|r_singularity|CANCELLED by 131297|0:0|1-18:47:42|1-21:57:45|99-20:31:12|56|billing=56,cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-02T23:42:58|2026-07-04T18:30:40
48325677.batch|48325677_5.batch|batch|CANCELLED|0:15|1-18:47:44|1-21:57:45|99-20:33:04|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|216506444K|218552176K|2026-07-02T23:42:58|2026-07-04T18:30:42
48325677.0|48325677_5.0|ps|COMPLETED|0:0|00:00:00|00:00.032|00:00:00|56|cpu=56,gres/tmpfs=10737418240,mem=505856000K,node=1|0|0|2026-07-03T00:26:36|2026-07-03T00:26:36
48536268|48418427_3|r_singularity|FAILED|1:0|08:37:02|1-03:22:35|40-05:07:44|112|billing=112,cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-04T18:31:17|2026-07-05T03:08:19
48536268.batch|48418427_3.batch|batch|FAILED|1:0|08:37:02|1-03:22:35|40-05:07:44|112|cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|277668212K|278060724K|2026-07-04T18:31:17|2026-07-05T03:08:19
48536269|48418427_4|r_singularity|FAILED|1:0|04:29:32|06:05:05|20-23:07:44|112|billing=112,cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-04T18:31:17|2026-07-04T23:00:49
48536269.batch|48418427_4.batch|batch|FAILED|1:0|04:29:32|06:05:05|20-23:07:44|112|cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|81272188K|82651844K|2026-07-04T18:31:17|2026-07-04T23:00:49
48418427|48418427_5|r_singularity|FAILED|1:0|04:05:08|05:32:02|19-01:34:56|112|billing=112,cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-04T18:31:17|2026-07-04T22:36:25
48418427.batch|48418427_5.batch|batch|FAILED|1:0|04:05:08|05:32:02|19-01:34:56|112|cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|81761964K|83718824K|2026-07-04T18:31:17|2026-07-04T22:36:25
48606161|48606158_1|r_singularity|CANCELLED by 131297|0:0|00:02:23|02:23.012|04:26:56|112|billing=112,cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-05T11:09:27|2026-07-05T11:11:50
48606161.batch|48606158_1.batch|batch|CANCELLED|0:15|00:02:24|02:23.012|04:28:48|112|cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|7034132K|7505688K|2026-07-05T11:09:27|2026-07-05T11:11:51
48606162|48606158_2|r_singularity|CANCELLED by 131297|0:0|00:02:23|02:23.012|04:26:56|112|billing=112,cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-05T11:09:27|2026-07-05T11:11:50
48606162.batch|48606158_2.batch|batch|CANCELLED|0:15|00:02:24|02:23.012|04:28:48|112|cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|7034608K|7506152K|2026-07-05T11:09:27|2026-07-05T11:11:51
48606163|48606158_3|r_singularity|CANCELLED by 131297|0:0|00:02:23|02:23.012|04:26:56|112|billing=112,cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-05T11:09:27|2026-07-05T11:11:50
48606163.batch|48606158_3.batch|batch|CANCELLED|0:15|00:02:24|02:23.012|04:28:48|112|cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|7034604K|7959612K|2026-07-05T11:09:27|2026-07-05T11:11:51
48606158|48606158_[4-5]|r_singularity|CANCELLED by 131297|0:0|00:00:00|00:00:00|00:00:00|0||||None|2026-07-05T11:11:50
48607209|48607206_1|r_singularity|CANCELLED by 131297|0:0|00:05:56|05:48.011|00:23:44|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-05T11:20:19|2026-07-05T11:26:15
48607209.batch|48607206_1.batch|batch|CANCELLED|0:15|00:05:57|05:48.010|00:23:48|4|cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|6529176K|7000716K|2026-07-05T11:20:19|2026-07-05T11:26:16
48607210|48607206_2|r_singularity|CANCELLED by 131297|0:0|00:05:56|05:48.011|00:23:44|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-05T11:20:19|2026-07-05T11:26:15
48607210.batch|48607206_2.batch|batch|CANCELLED|0:15|00:05:57|05:48.010|00:23:48|4|cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|6529732K|7001284K|2026-07-05T11:20:19|2026-07-05T11:26:16
48607211|48607206_3|r_singularity|CANCELLED by 131297|0:0|00:05:55|05:48.011|00:23:40|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-05T11:20:19|2026-07-05T11:26:14
48607211.batch|48607206_3.batch|batch|CANCELLED|0:15|00:05:57|05:48.010|00:23:48|4|cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|6529184K|7000736K|2026-07-05T11:20:19|2026-07-05T11:26:16
48607206|48607206_[4-5]|r_singularity|CANCELLED by 131297|0:0|00:00:00|00:00:00|00:00:00|0||||None|2026-07-05T11:26:14
48607862|48607860_1|r_singularity|OUT_OF_MEMORY|0:125|17:14:16|17:15:06|2-20:57:04|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|||2026-07-05T11:29:00|2026-07-06T04:43:16
48607862.batch|48607860_1.batch|batch|OUT_OF_MEMORY|0:125|17:14:16|17:15:06|2-20:57:04|4|cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|102918964K|104638512K|2026-07-05T11:29:00|2026-07-06T04:43:16
48607863|48607860_2|r_singularity|OUT_OF_MEMORY|0:125|16:31:05|16:33:30|2-18:04:20|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|||2026-07-05T11:29:00|2026-07-06T04:00:05
48607863.batch|48607860_2.batch|batch|OUT_OF_MEMORY|0:125|16:31:05|16:33:30|2-18:04:20|4|cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|104512752K|104638940K|2026-07-05T11:29:00|2026-07-06T04:00:05
48607864|48607860_3|r_singularity|OUT_OF_MEMORY|0:125|14:33:41|14:36:29|2-10:14:44|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|||2026-07-05T11:29:00|2026-07-06T02:02:41
48607864.batch|48607860_3.batch|batch|OUT_OF_MEMORY|0:125|14:33:41|14:36:28|2-10:14:44|4|cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|91711264K|93312264K|2026-07-05T11:29:00|2026-07-06T02:02:41
48607865|48607860_4|r_singularity|OUT_OF_MEMORY|0:125|18:52:23|18:54:35|3-03:29:32|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|||2026-07-05T11:29:00|2026-07-06T06:21:23
48607865.batch|48607860_4.batch|batch|OUT_OF_MEMORY|0:125|18:52:23|18:54:35|3-03:29:32|4|cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|100726776K|100726940K|2026-07-05T11:29:00|2026-07-06T06:21:23
48607860|48607860_5|r_singularity|OUT_OF_MEMORY|0:125|21:32:43|21:34:34|3-14:10:52|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|||2026-07-05T11:31:47|2026-07-06T09:04:30
48607860.batch|48607860_5.batch|batch|OUT_OF_MEMORY|0:125|21:32:43|21:34:34|3-14:10:52|4|cpu=4,gres/tmpfs=10737418240,mem=104857600K,node=1|91331444K|91331596K|2026-07-05T11:31:47|2026-07-06T09:04:30
48873010|48873007_1|r_singularity|FAILED|1:0|13:24:24|13:25:10|2-05:37:36|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|||2026-07-07T23:44:49|2026-07-08T13:09:13
48873010.batch|48873007_1.batch|batch|FAILED|1:0|13:24:24|13:25:10|2-05:37:36|4|cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|58546228K|59361960K|2026-07-07T23:44:49|2026-07-08T13:09:13
48873011|48873007_2|r_singularity|TIMEOUT|0:0|3-00:10:13|3-00:12:38|12-00:40:52|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|||2026-07-07T23:44:49|2026-07-10T23:55:02
48873011.batch|48873007_2.batch|batch|CANCELLED|0:15|3-00:10:16|3-00:12:38|12-00:41:04|4|cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|235729944K|238640224K|2026-07-07T23:44:49|2026-07-10T23:55:05
48873012|48873007_3|r_singularity|FAILED|1:0|15:18:46|15:12:51|2-13:15:04|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|||2026-07-07T23:44:49|2026-07-08T15:03:35
48873012.batch|48873007_3.batch|batch|FAILED|1:0|15:18:46|15:12:51|2-13:15:04|4|cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|214946920K|216633660K|2026-07-07T23:44:49|2026-07-08T15:03:35
48924929|48873007_4|r_singularity|TIMEOUT|0:0|3-00:10:05|3-00:05:28|12-00:40:20|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|||2026-07-08T13:09:21|2026-07-11T13:19:26
48924929.batch|48873007_4.batch|batch|CANCELLED|0:15|3-00:10:08|3-00:05:28|12-00:40:32|4|cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|250058972K|255700696K|2026-07-08T13:09:21|2026-07-11T13:19:29
48873007|48873007_5|r_singularity|TIMEOUT|0:0|3-00:10:22|3-00:08:57|12-00:41:28|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|||2026-07-08T15:04:08|2026-07-11T15:14:30
48873007.batch|48873007_5.batch|batch|CANCELLED|0:15|3-00:10:28|3-00:08:57|12-00:41:52|4|cpu=4,gres/tmpfs=10737418240,mem=262144000K,node=1|229545040K|232735908K|2026-07-08T15:04:08|2026-07-11T15:14:36
49507007|49507005_1|biomod_w1|CANCELLED by 131297|0:0|1-14:12:21|1-23:10:07|178-07:03:12|112|billing=112,cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|||2026-07-16T02:29:10|2026-07-17T16:41:31
49507007.batch|49507005_1.batch|batch|CANCELLED|0:15|1-14:12:27|1-23:10:07|178-07:14:24|112|cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|274504956K|276466160K|2026-07-16T02:29:10|2026-07-17T16:41:37
49507008|49507005_2|biomod_w1|CANCELLED by 131297|0:0|1-14:12:37|2-01:56:18|178-07:33:04|112|billing=112,cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|||2026-07-16T02:29:10|2026-07-17T16:41:47
49507008.batch|49507005_2.batch|batch|CANCELLED|0:15|1-14:12:43|2-01:56:18|178-07:44:16|112|cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|331281424K|333026672K|2026-07-16T02:29:10|2026-07-17T16:41:53
49507005|49507005_3|biomod_w1|CANCELLED by 131297|0:0|1-14:12:41|1-23:03:40|178-07:40:32|112|billing=112,cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|||2026-07-16T02:29:10|2026-07-17T16:41:51
49507005.batch|49507005_3.batch|batch|CANCELLED|0:15|1-14:12:45|1-23:03:40|178-07:48:00|112|cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|273764676K|274155460K|2026-07-16T02:29:10|2026-07-17T16:41:55
49628609|49628609_1|biomod_achillea_2c|CANCELLED by 131297|0:0|00:14:15|14:02.010|1-02:36:00|112|billing=112,cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|||2026-07-17T16:55:45|2026-07-17T17:10:00
49628609.batch|49628609_1.batch|batch|CANCELLED|0:15|00:14:16|14:02.010|1-02:37:52|112|cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|4346780K|4818408K|2026-07-17T16:55:45|2026-07-17T17:10:01
49629886|49629886|biomod_species|OUT_OF_MEMORY|0:125|05:25:20|08:58:39|25-07:17:20|112|billing=112,cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|||2026-07-17T17:20:54|2026-07-17T22:46:14
49629886.batch|49629886.batch|batch|OUT_OF_MEMORY|0:125|05:25:20|08:58:39|25-07:17:20|112|cpu=112,gres/tmpfs=3298534883328,mem=505856000K,node=1|501124928K|503268512K|2026-07-17T17:20:54|2026-07-17T22:46:14
49630695|49630695_2|biomod_sp2_112c|OUT_OF_MEMORY|0:125|01:35:39|05:38:57|7-10:32:48|112|billing=112,cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-17T17:41:56|2026-07-17T19:17:35
49630695.batch|49630695_2.batch|batch|OUT_OF_MEMORY|0:125|01:35:39|05:38:57|7-10:32:48|112|cpu=112,gres/tmpfs=10737418240,mem=505856000K,node=1|504145364K|504148516K|2026-07-17T17:41:56|2026-07-17T19:17:35
49842976|49842976_1|biomod_hybrid_sp1_2c|FAILED|1:0|05:44:00|09:33:58|11:28:00|2|billing=2,cpu=2,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-19T19:43:26|2026-07-20T01:27:26
49842976.batch|49842976_1.batch|batch|FAILED|1:0|05:44:00|09:33:58|11:28:00|2|cpu=2,gres/tmpfs=10737418240,mem=505856000K,node=1|433291996K|434759324K|2026-07-19T19:43:26|2026-07-20T01:27:26
49843592|49843592_1|biomod_hybrid_sp1_4c|FAILED|1:0|03:57:25|09:35:48|15:49:40|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-19T19:55:05|2026-07-19T23:52:30
49843592.batch|49843592_1.batch|batch|FAILED|1:0|03:57:25|09:35:48|15:49:40|4|cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|433898880K|434063684K|2026-07-19T19:55:05|2026-07-19T23:52:30
49844162|49844162_1|biomod_disk_sp1_4c|COMPLETED|0:0|22:33:50|2-23:09:10|3-18:15:20|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-07-19T20:03:35|2026-07-20T18:37:25
49844162.batch|49844162_1.batch|batch|COMPLETED|0:0|22:33:50|2-23:09:10|3-18:15:20|4|cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|273613588K|273927884K|2026-07-19T20:03:35|2026-07-20T18:37:25
51485472|51485472_1|biomod_keepmem_sp1_4c|COMPLETED|0:0|22:21:40|2-22:41:02|3-17:26:40|4|billing=4,cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-08-01T16:49:52|2026-08-02T15:11:32
51485472.batch|51485472_1.batch|batch|COMPLETED|0:0|22:21:40|2-22:41:02|3-17:26:40|4|cpu=4,gres/tmpfs=10737418240,mem=505856000K,node=1|277545388K|277606332K|2026-08-01T16:49:52|2026-08-02T15:11:32
51485581|51485581_1|biomod_disk_sp1_8c|COMPLETED|0:0|15:05:35|3-00:30:21|5-00:44:40|8|billing=8,cpu=8,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-08-01T16:49:55|2026-08-02T07:55:30
51485581.batch|51485581_1.batch|batch|COMPLETED|0:0|15:05:35|3-00:30:21|5-00:44:40|8|cpu=8,gres/tmpfs=10737418240,mem=505856000K,node=1|292206464K|294274788K|2026-08-01T16:49:55|2026-08-02T07:55:30
51494635|51494635_1|biomod_disk_sp1_6c|COMPLETED|0:0|17:50:56|3-00:56:52|4-11:05:36|6|billing=6,cpu=6,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-08-01T16:54:58|2026-08-02T10:45:54
51494635.batch|51494635_1.batch|batch|COMPLETED|0:0|17:50:56|3-00:56:52|4-11:05:36|6|cpu=6,gres/tmpfs=10737418240,mem=505856000K,node=1|271527204K|273763924K|2026-08-01T16:54:58|2026-08-02T10:45:54
51738981|51738981_1|biomod_disk_sp1_16c|COMPLETED|0:0|10:21:30|3-02:44:47|6-21:44:00|16|billing=16,cpu=16,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-08-02T17:34:35|2026-08-03T03:56:05
51738981.batch|51738981_1.batch|batch|COMPLETED|0:0|10:21:30|3-02:44:47|6-21:44:00|16|cpu=16,gres/tmpfs=10737418240,mem=505856000K,node=1|487348860K|489300212K|2026-08-02T17:34:35|2026-08-03T03:56:05
51739004|51739004_1|biomod_keepmem_sp1_16c|OUT_OF_MEMORY|0:125|02:57:18|17:02:30|1-23:16:48|16|billing=16,cpu=16,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-08-02T17:34:35|2026-08-02T20:31:53
51739004.batch|51739004_1.batch|batch|OUT_OF_MEMORY|0:125|02:57:18|17:02:30|1-23:16:48|16|cpu=16,gres/tmpfs=10737418240,mem=505856000K,node=1|495521132K|497454384K|2026-08-02T17:34:35|2026-08-02T20:31:53
51739048|51739048_1|biomod_disk_sp1_32c|OUT_OF_MEMORY|0:125|01:39:58|06:46:05|2-05:18:56|32|billing=32,cpu=32,gres/tmpfs=10737418240,mem=505856000K,node=1|||2026-08-02T17:35:07|2026-08-02T19:15:05
51739048.batch|51739048_1.batch|batch|OUT_OF_MEMORY|0:125|01:39:58|06:46:05|2-05:18:56|32|cpu=32,gres/tmpfs=10737418240,mem=505856000K,node=1|504532620K|504582456K|2026-08-02T17:35:07|2026-08-02T19:15:05
